60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.0,0,4,1,322,-1,0,0,0,0,1,0,0.0,0.0,0,1572580522.0349274
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.0,0,4,1,322,-1,0,0,0,0,1,0,0.0,0.0,0,1572580522.035086
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.0,0,4,1,322,-1,0,0,0,0,1,0,0.0,0.0,0,1572580522.0351746
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.0,0,4,1,322,-1,0,0,0,0,1,0,0.0,0.0,0,1572580522.035275
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.0,0,4,1,322,-1,0,0,0,0,1,0,0.0,0.0,0,1572580522.0353713
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.0,0,4,1,322,-1,0,0,0,0,1,0,0.0,0.0,0,1572580522.035503
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.044919967651367,0,4,1,323,1,0,0,0,0,1,0,0.0,0.0,0,1572580522.0356154
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.08984088897705,0,4,1,323,2,0,0,0,0,1,0,0.0,0.0,0,1572580522.0357351
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.134760856628418,0,4,1,323,3,0,0,0,0,1,0,0.0,0.0,0,1572580522.035853
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.179681777954102,0,4,1,323,4,0,0,0,0,1,0,0.0,0.0,0,1572580522.03597
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.224601745605469,0,4,1,323,5,0,0,0,0,1,0,0.0,0.0,0,1572580522.0360875
60.0,10.044919967651367,0,4,0,323,1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.269521713256836,0,4,1,323,6,0,0,0,0,1,0,0.0,0.0,0,1572580522.0362308
60.0,10.08984088897705,0,4,0,323,2,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.31444263458252,0,4,1,323,7,0,0,0,0,1,0,0.0,0.0,0,1572580522.036355
60.0,10.134760856628418,0,4,0,323,3,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.359362602233887,0,4,1,323,8,0,0,0,0,1,0,0.0,0.0,0,1572580522.0364785
60.0,10.179681777954102,0,4,0,323,4,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.40428352355957,0,4,1,323,9,0,0,0,0,1,0,0.0,0.0,0,1572580522.0366008
