60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.0,0,4,1,322,-1,0,0,0,0,1,0,0.0,0.0,0,1572580456.5881429
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.0,0,4,1,322,-1,0,0,0,0,1,0,0.0,0.0,0,1572580456.6033945
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.0,0,4,1,322,-1,0,0,0,0,1,0,0.0,0.0,0,1572580456.6049087
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.0,0,4,1,322,-1,0,0,0,0,1,0,0.0,0.0,0,1572580456.606115
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.0,0,4,1,322,-1,0,0,0,0,1,0,0.0,0.0,0,1572580456.6079643
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.0,0,4,1,322,-1,0,0,0,0,1,0,0.0,0.0,0,1572580456.6099415
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.044919967651367,0,4,1,323,1,0,0,0,0,1,0,0.0,0.0,0,1572580456.6403143
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.08984088897705,0,4,1,323,2,0,0,0,0,1,0,0.0,0.0,0,1572580456.6501462
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.134760856628418,0,4,1,323,3,0,0,0,0,1,0,0.0,0.0,0,1572580456.6582139
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.179681777954102,0,4,1,323,4,0,0,0,0,1,0,0.0,0.0,0,1572580456.6747546
60.0,10.0,0,4,0,322,-1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.224601745605469,0,4,1,323,5,0,0,0,0,1,0,0.0,0.0,0,1572580456.6916885
60.0,10.044919967651367,0,4,0,323,1,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.269521713256836,0,4,1,323,6,0,0,0,0,1,0,0.0,0.0,0,1572580456.7112553
60.0,10.08984088897705,0,4,0,323,2,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.31444263458252,0,4,1,323,7,0,0,0,0,1,0,0.0,0.0,0,1572580456.7342896
60.0,10.134760856628418,0,4,0,323,3,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.359362602233887,0,4,1,323,8,0,0,0,0,1,0,0.0,0.0,0,1572580456.7462215
60.0,10.179681777954102,0,4,0,323,4,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.40428352355957,0,4,1,323,9,0,0,0,0,1,0,0.0,0.0,0,1572580456.758317
60.0,10.224601745605469,0,4,0,323,5,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.449203491210938,0,4,1,323,10,0,0,0,0,1,0,0.0,0.0,0,1572580456.7751002
60.0,10.269521713256836,0,4,0,323,6,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.494123458862305,0,4,1,323,11,0,0,0,0,1,0,0.0,0.0,0,1572580456.7918427
60.0,10.31444263458252,0,4,0,323,7,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.539044380187988,0,4,1,323,12,0,0,0,0,1,0,0.0,0.0,0,1572580456.8091156
60.0,10.359362602233887,0,4,0,323,8,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.583964347839355,0,4,1,323,13,0,0,0,0,1,0,0.0,0.0,0,1572580456.825451
60.0,10.40428352355957,0,4,0,323,9,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.628885269165039,0,4,1,323,14,0,0,0,0,1,0,0.0,0.0,0,1572580456.8439403
60.0,10.449203491210938,0,4,0,323,10,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.673805236816406,0,4,1,323,15,0,0,0,0,1,0,0.0,0.0,0,1572580456.8596907
60.0,10.494123458862305,0,4,0,323,11,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.718725204467773,0,4,1,323,16,0,0,0,0,1,0,0.0,0.0,0,1572580456.876137
60.0,10.539044380187988,0,4,0,323,12,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.763646125793457,0,4,1,323,17,0,0,0,0,1,0,0.0,0.0,0,1572580456.893667
60.0,10.583964347839355,0,4,0,323,13,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.808566093444824,0,4,1,323,18,0,0,0,0,1,0,0.0,0.0,0,1572580456.9101553
60.0,10.628885269165039,0,4,0,323,14,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.853487014770508,0,4,1,323,19,0,0,0,0,1,0,0.0,0.0,0,1572580456.926233
60.0,10.673805236816406,0,4,0,323,15,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.898406982421875,0,4,1,323,20,0,0,0,0,1,0,0.0,0.0,0,1572580456.943945
60.0,10.718725204467773,0,4,0,323,16,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.943326950073242,0,4,1,323,21,0,0,0,0,1,0,0.0,0.0,0,1572580456.9596713
60.0,10.763646125793457,0,4,0,323,17,0,0,0,0,1,0,0.0,0.0,0,-60.0,10.988247871398926,0,4,1,323,22,0,0,0,0,1,0,0.0,0.0,0,1572580456.9771252
60.0,10.808566093444824,0,4,0,323,18,0,0,0,0,1,0,0.0,0.0,0,-60.0,11.033167839050293,0,4,1,323,23,0,0,0,0,1,0,0.0,0.0,0,1572580456.9939592
